大項目,中項目,小項目,設問,設問様式,選択肢,配点
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"Ⅾ.販売(納品)段階でのごみ削減の工夫

【注】販売事業者への納品段階を含む",(1)製品の販売(納品)段階で、具体的なごみ削減の工夫や取組みがありますか,複数,c.HPや製品のパッケージ等で、消費者に、製品使用後の容器包装の分別・再資源化を呼び掛けている,1
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"Ⅾ.販売(納品)段階でのごみ削減の工夫

【注】販売事業者への納品段階を含む",(1)製品の販売(納品)段階で、具体的なごみ削減の工夫や取組みがありますか,複数,d.HPや商品のパッケージ等で、消費者に、使用後の製品自体の分別・再資源化を呼び掛けている,1
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(1)製品使用中に、着用期間を長くする工夫や取組みがありますか,複数,a.製品使用中のごみ削減の取組みはない、もしくは不明,0
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(1)製品使用中に、着用期間を長くする工夫や取組みがありますか,複数,b.メーカーとして製品の修理を行っている,2
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(1)製品使用中に、着用期間を長くする工夫や取組みがありますか,複数,c.服のアップサイクル支援の取組みを行っている,1
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(1)製品使用中に、着用期間を長くする工夫や取組みがありますか,複数,d.その他、着用期間を長くするための工夫を行っている,1
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(2)使用後の製品について、資源活用のための回収を行っていますか,複数,a.使用後の製品回収の取組みはない、もしくは不明,0
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(2)使用後の製品について、資源活用のための回収を行っていますか,複数,b.衣類を回収し、自社の製品としてリユースを行っている,1
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(2)使用後の製品について、資源活用のための回収を行っていますか,複数,c.衣類を回収し、自社の製品としてリサイクルまたはアップサイクルして活用している,1
7環境Cごみ削減,2.各段階での廃棄物（ごみ）削減の工夫,"E.販売後におけるごみ削減の工夫

",(2)使用後の製品について、資源活用のための回収を行っていますか,複数,d.衣類を回収し、自社以外で資源として活用している,1
7環境D生物多様性,1.自社利用の土地での生物多様性保全,A.自社利用の土地・建物における生物多様性保全の方針,(1)自社利用の土地・建物（国内外の本社・支社、生産拠点や店舗、倉庫など物流拠点、廃棄施設、発電施設等）の運営（土地取得・整備、建屋新築・改築等）に際して、多様な生物種の存在の基盤である森林、草原、湿地、海浜、サンゴ礁、河川等の自然環境の破壊や、地域を特徴づける生態系の喪失・改変を回避することを指針、方針、目標および行動計画等に明記していますか,択一,a.ない、もしくは不明,0
7環境D生物多様性,1.自社利用の土地での生物多様性保全,A.自社利用の土地・建物における生物多様性保全の方針,(1)自社利用の土地・建物（国内外の本社・支社、生産拠点や店舗、倉庫など物流拠点、廃棄施設、発電施設等）の運営（土地取得・整備、建屋新築・改築等）に際して、多様な生物種の存在の基盤である森林、草原、湿地、海浜、サンゴ礁、河川等の自然環境の破壊や、地域を特徴づける生態系の喪失・改変を回避することを指針、方針、目標および行動計画等に明記していますか,択一,b.ある,2
7環境D生物多様性,1.自社利用の土地での生物多様性保全,B.生物多様性への悪影響への対策,(1)自社利用の土地・建物（国内外の本社・支社、生産拠点や店舗、倉庫など物流拠点、廃棄施設、発電施設等）の運営（土地取得・整備、建屋新築・改築等）に際し生物多様性に対する影響を評価し、悪影響を回避・最小化するためにどのような対策をとっていますか,複数,a.実施していない、もしくは不明,0
7環境D生物多様性,1.自社利用の土地での生物多様性保全,B.生物多様性への悪影響への対策,(1)自社利用の土地・建物（国内外の本社・支社、生産拠点や店舗、倉庫など物流拠点、廃棄施設、発電施設等）の運営（土地取得・整備、建屋新築・改築等）に際し生物多様性に対する影響を評価し、悪影響を回避・最小化するためにどのような対策をとっていますか,複数,b.環境アセスメント法等の法令や条例を確認し、努力義務規定も順守している,1
7環境D生物多様性,1.自社利用の土地での生物多様性保全,B.生物多様性への悪影響への対策,(2)自社利用の土地・建物（国内外の本社・支社、生産拠点や店舗、倉庫など物流拠点、廃棄施設、発電施設等）の運営（土地取得・整備、建屋新築・改築等）に際し生物多様性に対する影響を評価し、悪影響を回避・最小化するためにどのような対策をとっていますか,複数,c.希少種の生息地ではないなど、特に保護が必要なエリアではないことを確認している,1
7環境D生物多様性,1.自社利用の土地での生物多様性保全,B.生物多様性への悪影響への対策,(3)自社利用の土地・建物（国内外の本社・支社、生産拠点や店舗、倉庫など物流拠点、廃棄施設、発電施設等）の運営（土地取得・整備、建屋新築・改築等）に際し生物多様性に対する影響を評価し、悪影響を回避・最小化するためにどのような対策をとっていますか,複数,"d.専門家の助言を得て悪影響を回避・最小化している
【注】例として店舗や倉庫などでの光害対策",1
